key,label,request_type,module,issuetype,status,summary
NXT-70305,general-product,,Financials,Story,New,FIN - Automate Prepaid Account Liability Posting via System-Defined Entry Types
NXT-70309,uncertain,,Financials,Story,New,FIN - Configure GL Posting Aggregation Frequency
NXT-70311,general-product,,Financials,Story,New,FIN - Add Entry Amounts to Manage Periods Table
NXT-70312,general-product,,Financials,Story,New,FIN - Universal Bell Notifications for Data Changes & Pending Entries
NXT-70320,general-product,,System,Story,Code Review,LMA - Daily job to run licensing and check required status for the day.
NXT-70340,general-product,,Financials,Story,Done Done,FIN — Prepaid Liability Posting Rules for All Payment Types
NXT-70371,general-product,,Accountability,Enhancement,Ready for Development,Acc/AcctMgt - Bulk Adjustments - Update bonus amount when adding/adjusting transactions on the website
NXT-70372,general-product,,Financials,Story,Done Done,FIN - Configure Prepaid Liability Posting Level (Enrollment vs. Central)
NXT-70376,general-product,,PE Insights,Story,Future Merge,WS-PE-SC-Insights-Benchmark Configuration-View History grid pagination
NXT-70380,customer-specific,FD,Eligibility,Enhancement,Done Done,Elig./FH - Income Surveys - Add New Setting to stop auto-processing Surveys with Unidentified Students
NXT-70381,customer-specific,FD,Family Hub,Enhancement,Done Done,"FH - Menus - Display Ingredients for all menu item types, inclusive of sub-recipes (FD: 310993)"
NXT-70422,general-product,,Financials,Story,Done Done,FIN - Enforce Universal GL Mapping Integrity Rules
NXT-70423,general-product,,Financials,Story,Done Done,"FIN - Add ""Select All Accounts"" Shortcut and Export Format Choice to the General Ledger Report"
NXT-70424,customer-specific,FD,Accountability,Enhancement,Done Done,Acc - Add Transaction - Use session location instead of patron enrollment site for recording data
NXT-70426,general-product,,Financials,Story,New,Add Segment Column Checkbox to Financials Report Configuration
NXT-70429,general-product,,Inventory,Story,Story Refinement/Efforting,INV - Consolidated Perpetual - Additions tab & Details
NXT-70430,general-product,,Inventory,Story,Story Refinement/Efforting,INV - Consolidated Perpetual - Withdrawals tab & Details
NXT-70439,general-product,,Family Hub,Enhancement,In Progress,FamPortal - Refunds - Allow users to Manually Refund Certain Transactions
NXT-70440,general-product,,Eligibility,Story,Done Done,Eligibility - Other Forms - Display submitted Form Applications in Grid
NXT-70450,general-product,,Eligibility,Story,Done Done,Eligibility - Forms - Form Configuration - Forms Tab - Add New Form to grid
NXT-70451,general-product,,Eligibility,Story,Done Done,Eligibility - Forms - Form Configuration - Form Image Templates Tab - Add new image templates
NXT-70452,general-product,,Eligibility,Story,Done Done,Eligibility - Forms - Form Configuration - Form Image Templates Tab - Template Grid
NXT-70453,general-product,,Eligibility,Story,Done Done,Eligibility - Configuration - FRE Application Image - New page to modify FRE image
NXT-70454,general-product,,Accountability,Story,Done Done,SCTV+ - [Big Card Menu Planning Widget ] Add 2×3 Column Support and Dynamic Scaling to Big Card Type (Max 5 Items per Widget)
NXT-70455,general-product,,Accountability,Story,Done Done,SCTV+ - Enforce Strict Column Placement Rules for Menu Planning and Menu List Widgets-Web Dashboard 
NXT-70459,general-product,,Menu Planning,Story,Future Merge,MP - Menu Versioning - Version Slide out 
NXT-70460,general-product,,Menu Planning,Story,Future Merge,MP - Menu - Create From Template
NXT-70461,general-product,,Menu Planning,Story,Future Merge,MP - Menu Versioning - Restore or Create Menu Option
NXT-70462,general-product,,Production,Story,UX in Progress,MP - Menu Versioning - Version on Plan/Record & Reports 
NXT-70463,general-product,,Menu Planning,Story,Future Merge,MP - Menu - Menu List page filters 
NXT-70479,general-product,,Menu Planning,Story,Future Merge,MP - Menu Cycle - Menu Cycle List page filters
NXT-70482,general-product,,Menu Planning,Story,Future Merge,MP - Menu - Create New Menu Flow Redesign
NXT-70485,general-product,,Menu Planning,Story,Future Merge,"MP - Menu - Edit Menu Flow Redesign Header, Serving Groups & Category"
NXT-70486,general-product,,Menu Planning,Story,Future Merge,MP - Menu - Edit Menu Items and Counts
NXT-70487,general-product,,Menu Planning,Story,Future Merge,MP - Menu - Edit Menu Sorting
NXT-70488,general-product,,Menu Planning,Story,Future Merge,MP - Menu - View Mode Redesign
NXT-70508,general-product,,Platform - Data Exchange,Story,New,Add endpoint to fetch Custom Reports by Region ID
NXT-70510,general-product,,SCTV,Story,Done Done,SCTV+ - Image Library - Image Caching
NXT-70511,general-product,,SCTV,Story,Done Done,SCTV+ - Live Preview - Remove scroll bars
NXT-70512,general-product,,SCTV,Story,Done Done,SCTV+ - MP Widget - Update existing widgets to 5 items max if another MP widget is added
NXT-70513,general-product,,SCTV,Story,Done Done,SCTV+ - Non-MP Widgets - Dynamic Sizing updates
NXT-70514,general-product,,SCTV,Story,Done Done,SCTV+ - MP Cards - Dynamic Sizing updates
NXT-70515,general-product,,SCTV,Story,Done Done,SCTV+ - Overflow Cards - Use full slide design
NXT-70577,general-product,,Global Catalog,Story,Future Merge,GC - PE - Item Catalog : Enable multi selection of Vendors / Manufacturers/ Brands / Item categories/States for searching items from catalog. 
NXT-70578,general-product,,Global Catalog,Story,Code Review,GC - PE- New report to give more details on matched items and unmatched items from uploaded file. 
NXT-70579,general-product,,Global Catalog,Story,PO Review,"GC- PE - Enhance search by uploading a file match criteria to include new column data ingredient name, manufacturer, brand"
NXT-70581,general-product,,Global Catalog,Story,Future Merge,GC - PE -Item Catalog - Item details popup - Import item with meal contribution.
NXT-70582,general-product,,Global Catalog,Story,Done Done,"GC- PE- Display source for cybersoft items on the popup/slide out (USDA Branded foods, CC_GTIN,CC_PC, CC_VIN etc..) "
NXT-70584,general-product,,Menu Planning,Story,Future Merge,MP - Menu Template - Edit Serving Details
NXT-70585,general-product,,Menu Planning,Story,New,MP - Menu - Draft Mode
NXT-70586,customer-specific,FD,Accountability,Story,Done Done,Acc > End of Day - Remove Status from Suspicious Transactions task
NXT-70587,customer-specific,FD,Accountability,Story,Done Done,Acc > Reports > Edit Check Worksheet - Add Total Enrollment count
NXT-70588,general-product,,Accountability,Story,New,AcctMgt - Special Accounts - Double check first name and last name for new districts and new sites
NXT-70597,general-product,,Menu Planning,Story,Done Done,Menu analysis - Site Performance Dashboard- Grab all site information 
NXT-70620,general-product,,Financials,Story,Story Refinement/Efforting,FIN — Post Inventory Purchases (PURCH) by Valuation Category × Vendor (Level 2)
NXT-70638,general-product,,Global Catalog,Story,New,"GC- PE– Enhance Export and Import to Use Item Category, Storage Category, and Valuation Group Values from Uploaded File Instead of Global Catalog Defaults."
NXT-70639,general-product,,Global Catalog,Story,New,GC - PE - MP - Configuration - Import/Export -  Import ingredients +stock items option- import item meal contribution with meal contribution basis.
NXT-70640,general-product,,Global Catalog,Story,In Progress,"GC - MDM - Review Queue page -Enable AI search values for comparing with item details along with Cybersoft, USDA  Branded foods"
NXT-70657,general-product,,Global Catalog,Story,Done Done,"GC- SC - Display source for Cybersoft items on the slide out (USDA Branded foods, CC_GTIN,CC_PC, CC_VIN etc..)"
NXT-70660,general-product,,Global Catalog,Story,Committed,GC -SC - Vendors display on Silde out if vendor information is available for an item.
NXT-70661,general-product,,Global Catalog,Story,Future Merge,"GC- PE -  Allergens column in search results grid should consider the flag for  ""None Indicated for Allergens"""
NXT-70671,general-product,,Global Catalog,Story,Future Merge,GC - SC - Item Catalog : Enable multi selection of Vendors / Manufacturers/ Brands / Item categories/States for searching items from catalog.
NXT-70672,general-product,,Global Catalog,Story,Code Review,"GC- SC - Enhance search by uploading a file match criteria to include new column data ingredient name, manufacturer, brand"
NXT-70679,general-product,,Global Catalog,Story,Story Refinement/Efforting,"GC- SC – Enhance Export and Import to Use Item Category, Storage Category, and Valuation Group Values from Uploaded File Instead of Global Catalog Defaults."
NXT-70681,general-product,,Global Catalog,Story,Testing,"GC - SC- New report to give details on Search Filter page of All, Cybersoft and USDA datasource."
NXT-70682,general-product,,Financials,Story,New,School Nutrition Profit & Loss Promotional Report
NXT-70754,migration,,Platform - Data Exchange,Story,Done Done,District Migration  - Post Migration Mankato Findings
NXT-70767,general-product,,Menu Planning,Story,In Progress,MP - Menu - Analysis Bar
NXT-70777,general-product,,Financials,Story,New,FIN — Payroll Import: Business Logic
NXT-70819,general-product,,Global Catalog,Story,New,Ability to import identical items across multiple sources during a bulk import process. Same for uploading a file scenario too
NXT-70866,general-product,,Financials,Story,New, Blocked Posting Notification
NXT-70909,general-product,,Financials,Story,New,Update Remaining Legacy “Prepaid Account” Rules After POS/Online Liability Split
NXT-70947,general-product,,Global Catalog,Story,New,"9.12 - Regression, Release & Misc Activities"
NXT-70952,general-product,,SCTV,Story,Done Done,SCTV+ - Prevent parent accounts from logging in
NXT-70957,general-product,,PE Insights,Story,Testing,Insights - KPI - PNA - Dashboard - PE
NXT-70958,general-product,,PE Insights,Story,Future Merge,Insights - KPI - PNA - Configuration - PE
NXT-70959,general-product,,PE Insights,Story,Testing,Insights - KPI - PNA - Drawer - PE
NXT-70960,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - KPI - PNA - Schoolie
NXT-70961,general-product,,PE Insights,Story,Future Merge, Insights - KPI - MPLH - Configuration (PE)
NXT-70962,general-product,,PE Insights,Story,New,Insights - KPI - MPLH - Drawer - PE
NXT-70963,general-product,,PE Insights,Story,Story Refinement/Efforting,PE - Insights - KPI - MPLH - Schoolie
NXT-70964,general-product,,PE Insights,Story,In Progress,Insights - KPI - ENP - Dashboard - PE
NXT-70965,general-product,,PE Insights,Story,Future Merge,Insights - KPI - ENP - Configuration - PE
NXT-70966,general-product,,PE Insights,Story,In Progress,Insights - KPI - ENP - Drawer - PE
NXT-70967,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - KPI - ENP - Schoolie
NXT-70985,general-product,,Platform - Data Exchange,Story,New,Platform - Test Automation Framework
NXT-70987,general-product,,Menu Planning,Story,Future Merge,MP - Menu Configuration- Menu Template - Menu Template List page filters
NXT-70988,general-product,,Menu Planning,Story,Future Merge,MP - Menu Template - Create New Menu Template Flow Redesign
NXT-70989,general-product,,Menu Planning,Story,New,MP - Menu Template - Draft Mode
NXT-70990,general-product,,Menu Planning,Story,Future Merge,MP - Menu Template - View Mode Redesign
NXT-70991,general-product,,Menu Planning,Story,Future Merge,"MP - Menu Template - Edit Menu Template Flow Redesign Header, Serving Groups & Category"
NXT-70992,general-product,,Menu Planning,Story,Future Merge,MP - Menu Template - Edit Sorting
NXT-71002,general-product,,Menu Planning,Story,Future Merge,MP - Menu - Edit Serving Details
NXT-71003,general-product,,Menu Planning,Story,Future Merge,MP - Menu Template - Edit Menu Items and Counts
NXT-71010,general-product,,Global Catalog,New Feature,New,"If Stock Product Code and GTIN Code are available, those details should be shown in the stock item info tab."
NXT-71015,general-product,,SCTV,Story,Done Done,SCTV+ - Logout Timer / Refresh
NXT-71115,general-product,,Item Management,Story,Done Done,IM - Recipe - Not allowing Standard Measure units
NXT-71124,general-product,,Eligibility,Story,In Progress,Eligibility - Configuration - FRE Application Image - Display Revelant Application Images in ELIG/FH
NXT-71147,general-product,,Insights,Story,New,Insights > Dashboard > Inventory Value -  Performance trends graph - Update the x-axis label so that each data point clearly represents the “As of Date” for which the inventory value is calculated and displayed.
NXT-71182,general-product,,Financials,Story,Done Done,FIN — Reports: Balance Sheet
NXT-71184,general-product,,Financials,Story,Done Done,FIN — Reports: Trial Balance
NXT-71211,general-product,,Item Management,Story,Done Done,IM - Bulk Item - Status Legend
NXT-71221,general-product,,Item Management,Story,Story Refinement/Efforting,IM - Expand Data Sources for Multi Tenancy support
NXT-71222,general-product,,Item Management,Story,Story Refinement/Efforting,IM - Configuration - Data Sources
NXT-71223,migration,,Platform - Data Exchange,Story,Done Done,District Migration - Washburn
NXT-71224,general-product,,Item Management,Story,Story Refinement/Efforting,IM - Items - Data Sources
NXT-71226,general-product,,Eligibility,Story,Done Done,Eligibility - Other Forms - (Part 1) Complete 'Add New Form Application' button functionality
NXT-71227,general-product,,Family Hub,Story,Done Done,"SchoolCafé - Forms - (Part 1) Family Hub-related changes for Forms Licensing, Forms Template"
NXT-71240,general-product,,Financials,Story,Story Refinement/Efforting,FIN — Opening Balance Import: Business Logic
NXT-71241,general-product,,PE Insights,Story,Future Merge,Insights - KPI - MPLH - Configuration (SC)
NXT-71244,general-product,,SCTV,Enhancement,Testing,"SCTV+ - App - Update logo, colors"
NXT-71245,general-product,,Family Hub,Story,Done Done,"SchoolCafé - Forms - (Part 2) Family Hub-related changes for Forms, Fill out a Form Page/Submission"
NXT-71246,general-product,,Eligibility,Story,In Progress,Eligibility - Other Forms - (Part 2) Complete 'Add New Form Application' button functionality - Submit/Pending & App. Image
NXT-71249,general-product,,Financials,Story,New,FIN — Opening Balance Import: Data Exchange
NXT-71252,general-product,,PE Insights,Story,Done Done,PE-SC-Insights-Benchmark History Enhancement
NXT-71281,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - KPI - MPLH - Dashboard - SC
NXT-71282,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - KPI - MPLH - Drawer - SC
NXT-71351,general-product,,PE Insights,Story,Future Merge,Insights - KPI - PNA - Configuration - SC
NXT-71352,general-product,,PE Insights,Story,Testing,Insights - KPI - PNA - Dashboard - SC
NXT-71353,general-product,,Global Catalog,Story,In Progress,GC - PE - Item Catalog  - Do not require item selections for Exporting ingredients and Exporting ingredients and stock items  
NXT-71354,general-product,,PE Insights,Story,Testing,Insights - KPI - PNA - Drawer - SC
NXT-71355,general-product,,Global Catalog,Story,Future Merge,GC - PE - Item catalog - Add nutrient serving size column in the results grid. 
NXT-71358,general-product,,Global Catalog,Story,Future Merge,GC - SC - Itemmanagement - Items - Upload items : Add nutrient serving size column in the results grid.  
NXT-71359,general-product,,PE Insights,Story,Future Merge,Insights - KPI - ENP - Configuration - SC
NXT-71360,general-product,,PE Insights,Story,In Progress,Insights - KPI - ENP - Dashboard - SC
NXT-71361,general-product,,PE Insights,Story,In Progress,Insights - KPI - ENP - Drawer - SC
NXT-71370,general-product,,Global Catalog,Story,Story Refinement/Efforting,GC - PE -Item Catalog - Enhance Review and Import items functionality - Convert Search Results into a tab and add new Review Items tab for reviewing the selected items.
NXT-71372,general-product,,PE Insights,Story,Done Done,PE-SC-Insight-AI Summary Dashboard-Multi Select
NXT-71376,general-product,,PE Insights,Story,Future Merge,PE-Insights-Benchmark Configuration changes to support decimal values for Benchmark
NXT-71388,general-product,,Global Catalog,Story,Testing,GC - SC- New report to give more details on matched items and unmatched items from uploaded file.
NXT-71412,general-product,,System,Story,Story Refinement/Efforting,SC - MT - District - Linked Realms Tab Updates
NXT-71413,general-product,,System,Story,Story Refinement/Efforting,SC - MT - District - Realm Tab History
NXT-71417,customer-specific,FD,Production,Story,Done Done,PR - Status - Production Withdrawal 
NXT-71428,general-product,,System,Story,Story Refinement/Efforting,SC - MT - District - Central Boundaries Tab
NXT-71430,general-product,,System,Story,Story Refinement/Efforting,SC - MT - District - District Boundaries Tab
NXT-71431,general-product,,System,Story,Story Refinement/Efforting,SC - MT - District - District Boundaries History
NXT-71432,general-product,,System,Story,Story Refinement/Efforting,SC - MT - District - Central Boundaries History
NXT-71435,general-product,,System,Story,Story Refinement/Efforting,SC - MT - District - Boundary Definitions Tab
NXT-71456,general-product,,Global Catalog,Enhancement,Future Merge,The filters are being cleared when searching with the dropdown selection after the result grid is displayed.
NXT-71500,general-product,,System,Story,PO Review,SC - PBIRD - Activity Report – Add New
NXT-71501,general-product,,System,Story,PO Review,SC - PBIRD - Dashboard
NXT-71502,general-product,,System,Story,PO Review,SC - PBIRD - Dashboard - Starred
NXT-71506,general-product,,System,Story,PO Review,SC - PBIRD - Dashboard – Edit
NXT-71509,general-product,,System,Story,PO Review,SC - PBIRD - Dashboard – View Configuration
NXT-71510,general-product,,System,Story,PO Review,SC - PBIRD - Dashboard – History
NXT-71511,general-product,,System,Story,PO Review,SC - PBIRD - Dashboard – Recently Run Reports
NXT-71512,general-product,,System,Story,PO Review,SC - PBIRD - Download
NXT-71513,general-product,,System,Story,PO Review,SC - PBIRD - Email Now
NXT-71514,general-product,,System,Story,PO Review,SC - PBIRD - Delete
NXT-71515,general-product,,System,Story,PO Review,SC - PBIRD - Workspace - PowerBI Integration
NXT-71516,general-product,,System,Story,Story Refinement/Efforting,SC - PBIRD - K12 Insights – Power BI Integration
NXT-71517,general-product,,System,Story,In Progress,SC - PBIRD - Activity Report – Distribute Now
NXT-71519,general-product,,Mobile App,Story,Story Refinement/Efforting,K12 - Ins - Sites Update
NXT-71520,general-product,,Mobile App,Story,Story Refinement/Efforting,K12 - Ins - Date Selector Update
NXT-71522,general-product,,Mobile App,Story,Story Refinement/Efforting,K12 - Ins - Inventory Turnover Rate Card
NXT-71523,general-product,,Mobile App,Story,Story Refinement/Efforting,K12 - Ins - Physical Inventory Discrepancy Card
NXT-71524,general-product,,Mobile App,Story,Story Refinement/Efforting,K12 - Ins - Inventory Value Card
NXT-71539,general-product,,System,Story,PO Review,SC - MVR - Sessions
NXT-71542,general-product,,System,Story,Story Refinement/Efforting,SC - MT - District - Boundary Assignment
NXT-71543,general-product,,System,Story,Story Refinement/Efforting,SC - MT - District - Cross-Realm Access Resolution
NXT-71563,general-product,,Financials,Enhancement,Done Done,Financials - In data point rules if items per page set as 50 unable to see the data rules and unable to move the scroll bar
NXT-71578,general-product,,PE Insights,Story,Future Merge,SC-Insights-Benchmark Configuration changes to support decimal values for Benchmark
NXT-71616,general-product,,Menu Planning,Story,Future Merge,MP - Menu - Copy From Menu
NXT-71617,general-product,,Menu Planning,Story,Future Merge,MP - Menu Configuration - Templates - Copy From
NXT-71619,general-product,,System,Story,Story Refinement/Efforting,SchoolCafe - System Settings - Change setting type for Publish Menus source into a Common (not Internal) setting
NXT-71620,general-product,,Accountability,Story,Done Done,Activity Report - Remove Cards from Cash Sums
NXT-71622,general-product,,Accountability,Story,Done Done,Cash Collection Report - Remove Cards from Report
NXT-71623,general-product,,Accountability,Story,Done Done,Revenue Report - Column Header Change
NXT-71628,uncertain,,Accountability,Story,Done Done,Deposit Feature - Add New Section for Cards
NXT-71655,general-product,,Item Management,Story,New,IM - Configuration - Multi-Tenant Settings
NXT-71656,general-product,,Item Management,Story,Story Refinement/Efforting,IM - Recipes - Data Sources
NXT-71659,general-product,,Item Management,Story,New,IM - Configuration - Enable Data Source on sub-pages
NXT-71661,general-product,,PE Insights,Story,Story Refinement/Efforting,Reuse
NXT-71665,general-product,,Global Catalog,Story,PO Review,GC - MDM - Create/View/Edit Cybersoft catalog Items in GC Portal.
NXT-71666,general-product,,Global Catalog,Story,Future Merge,GC - MDM -  Search Page of Food Database Search in GC portal.
NXT-71667,general-product,,Global Catalog,Story,New,[Reuse ]GC - PE - Menu planning  -Global Catalog - Pending Updates - Get mapped items from Cybersoft catalog for items in the selected data source (backend)
NXT-71675,general-product,,System,Story,New,ClaudeCode - Setup
NXT-71694,general-product,,Eligibility,Story,Done Done,Elig - DC - Split Street Address for DC Matching
NXT-71695,general-product,,Accountability,Story,New,Elig - DC - Add New DC Types / Edit Existing Names
NXT-71698,general-product,,Global Catalog,Story,Story Refinement/Efforting,GC - PE -Item Catalog - Enhance Review and Import items functionality- Nutrients popup
NXT-71699,general-product,,Global Catalog,Story,Story Refinement/Efforting,GC - PE -Item Catalog - Enhance Review and Import items functionality- Allergens popup
NXT-71700,general-product,,Global Catalog,Story,Story Refinement/Efforting,GC - PE -Item Catalog - Enhance Review and Import items functionality- Meal Credits popup
NXT-71701,general-product,,Global Catalog,Story,Story Refinement/Efforting,GC - PE -Item Catalog - Enhance Review and Import items functionality- Stock items popup
NXT-71702,general-product,,Global Catalog,Story,New,GC - PE -Item Catalog - Enhance Review and Import items functionality- Save as incomplete button functionality
NXT-71703,general-product,,Global Catalog,Story,New,GC - PE -Item Catalog - Enhance Review and Import items functionality- Import an item 
NXT-71704,general-product,,Global Catalog,Story,New,GC - PE -Item Catalog - Enhance Review and Import items functionality- Import Items (ALL Reviewed Items)
NXT-71705,general-product,,Global Catalog,Story,Story Refinement/Efforting,GC - PE -Item Catalog - Enhance Review and Import items functionality- Cancel button functionality
NXT-71744,customer-specific,FD,Platform - Data Exchange,Story,Done Done,Adult Import Header-less File
NXT-71755,general-product,,Accountability,Story,PO Review,FO - Insights - Change json formatting to flat sql table
NXT-71757,general-product,,Production,Story,In Progress,PR - Edit Mode Record Page
NXT-71758,general-product,,Production,Story,In Progress,PR- View Mode Record Page
NXT-71759,general-product,,Production,Story,In Progress,PR - Plan/Record - Add Menu Items Redesign
NXT-71761,general-product,,Menu Planning,Story,Future Merge,MP - Menu/Templates - Add Menu items Redesign
NXT-71762,general-product,,Global Catalog,Story,Story Refinement/Efforting,GC - PE - Global Catalog - Pending Updates - Compare district items and Cybersoft catalog items data to identify the differences and populate items in the results grid.
NXT-71763,general-product,,Menu Planning,Story,Future Merge,MP - Menu / Templates - Menu Item Info Redesign
NXT-71764,general-product,,Family Hub,Story,Testing,"SchoolCafé - Forms - (Part 4) Family Hub-related changes for Automatically Processed Forms, Other Settings"
NXT-71765,general-product,,Menu Planning,Story,PO Review,PR - Plan/Record- Menu Item Info Redesign
NXT-71766,general-product,,Global Catalog,Story,Committed,GC - PE - Global Catalog - Pending Updates - Ingredient changes popup for showing the updates when Cybersoft catalog is selected as data provider
NXT-71767,general-product,,Global Catalog,Story,Story Refinement/Efforting,GC - PE - Global Catalog - Pending Updates - Stock item changes popup for showing the updates when Cybersoft catalog is selected as data provider
NXT-71768,general-product,,Global Catalog,Story,Story Refinement/Efforting,GC - PE - Global Catalog - Pending Updates - Update Now button functionality for applying all selected changes to item from popup
NXT-71769,general-product,,Global Catalog,Story,Story Refinement/Efforting,GC - PE - Global Catalog - Pending Updates - Review items popup 
NXT-71770,general-product,,Global Catalog,Story,Story Refinement/Efforting,GC - PE - Global Catalog - Pending Updates - Update Items button functionality from Review Items popup
NXT-71771,general-product,,Menu Planning,Story,New,MP - Find and Replace - Always allow menus to be modified
NXT-71772,general-product,,Family Hub,Story,Done Done,SchoolCafé - Forms - New Settings for Form Configuration and Display (SC Only)
NXT-71773,general-product,,Global Catalog,Story,Story Refinement/Efforting,GC- MDM - API to create a new batch for review by Importing items from logged in district.
NXT-71774,general-product,,Global Catalog,Story,New,GC- MDM - Import items using PrimeroEdge data template
NXT-71776,general-product,,Family Hub,Story,Done Done,SchoolCafé - Forms Framework - Connect Application Result to Applications
NXT-71784,general-product,,Workspace,Story,Future Merge,Profile Enhancement - Is broadcast user Editable when User have Customer Support role
NXT-71796,general-product,,Menu Planning,Story,New,MP - Menu - Analysis Bar  - AI POC Ticket
NXT-71802,general-product,,PE Insights,Story,Done Done,PE-SC-Insights-School Performance-Dashboard-Grid- Sort Columns
NXT-71821,customer-specific,FD,Family Hub,Enhancement,Ready For Testing,Fam.Portal - Menus - Handle visibility of Menus for Staff at Intermediate sites
NXT-71823,general-product,,Eligibility,Story,Done Done,Eligibility - Configuration - FRE Application Image - Add Date Range to bind an image to a subset of Apps
NXT-71830,general-product,,Global Catalog,Story,Committed,GC - MDM - My Items page - Getting District items to map with Cybersoft catalog items
NXT-71831,general-product,,Global Catalog,Story,Testing,"GC - MDM Portal - Review Queue page - Add dropdown selection to search for items that are not approved , approved and search online options."
NXT-71859,general-product,,Family Hub,Story,Ready For Testing,SchoolCafé - Forms - (Part 3) Family Hub Forms - App Submission
NXT-71861,general-product,,System,Story,New,Add Bulk Users Creation via File Upload for SchoolCafe Administrators
NXT-71863,general-product,,Global Catalog,Enhancement,New,"Update data for missing items in Vendors, Manufacturers and other dropdowns compared to the master table"
NXT-71875,migration,,Platform - Data Exchange,Story,Done Done,FamilyHub - District Migration - Washburn
NXT-71891,general-product,,Global Catalog,Story,Testing,GC- MDM - AI search page and Review Items Queue - AI Search +Search by batch name for reviewing and approving items. 
NXT-71897,migration,,Platform - Data Exchange,Story,In Progress,Dilworth - District Migration
NXT-72017,general-product,,Global Catalog,Enhancement,Future Merge,"No information is available when viewing the item if the allergen has ""Processed in a facility that also processes"" as its designation."
NXT-72027,general-product,,Menu Planning,Story,Future Merge,MP - Menu - History Consolidation
NXT-72038,customer-specific,FD,SCTV,Story,New,SCTV - Support Spanish Language Display on SchoolCafe TV Boards
NXT-72040,migration,,Platform - Data Exchange,Story,In Progress,Dilworth - FamilyHub District Migration
NXT-72100,general-product,,SCTV,Enhancement,Done Done,SCTV+ - Optimize Small Card Spacing for dense lists & resolve menu pagination for menu List Widget
NXT-72106,general-product,,Eligibility,New Feature,New,SC - MT/Central - SE - DC File Management and History
NXT-72107,general-product,,Eligibility,New Feature,New,SC - MT/Central - SE - DC Data Processing and Distribution to Districts
NXT-72108,general-product,,Eligibility,New Feature,New,SC - MT/Central - DC Stats and Reporting Dashboard
NXT-72109,general-product,,Eligibility,New Feature,New,SC - MT/Central - New Configuration for DC Jobs
NXT-72110,general-product,,Eligibility,New Feature,New,SC - MT/Central - Feature Enablement and District Program Configuration
NXT-72112,general-product,,Eligibility,Story,New,SC - MT/Central - New State DC upload
NXT-72113,general-product,,Eligibility,Story,New,SC - MT/Central - State Student File upload
NXT-72139,general-product,,Eligibility,Story,Done Done,Eligibility - Other Forms - Add 'Decline Benefits' step/function to 'Add New Form Application' Stepper
NXT-72140,uncertain,,Eligibility,Story,New,Eligibility - Settings - Income Guidelines - Eligibility Guidelines - Update new Eligibility Guidelines for 2026-27 (OBSOLETE?)
NXT-72160,general-product,,Financials,Story,New,FIN — Payroll Import: Data Exchange
NXT-72161,general-product,,Eligibility,Story,In Progress,"Eligibility - Other Forms - Edit Form Application Details - Edit, Process, Pending"
NXT-72204,general-product,,Global Catalog,Story,Future Merge,GC - PE - Item Catalog page - Add a new button to navigate to GC portal site for an user and district.
NXT-72212,general-product,,POS,Story,New,SC - MT/Central - State Claims - New page
NXT-72215,general-product,,Global Catalog,Enhancement,New,GC- SC - Item creation tab - parsed data template -   Importing items with no allergen indicated value is not assigning the none indicated checkbox for items after import 
NXT-72217,general-product,,Global Catalog,Enhancement,New,GC - SC - USDA BF - Remove allergen information for USDA BF as USDA branded foods provided only nutrient information. 
NXT-72232,general-product,,Financials,Story,New,Enhance GL Balance Fields to Display Debit/Credit Direction
NXT-72233,general-product,,Financials,Story,New,Year-End Close — Post Closing Entries to Retained Earnings
NXT-72237,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Drawer Updates - MEQ
NXT-72239,general-product,,PE Insights,Story,Story Refinement/Efforting,"Insights - Drawer Updates - Br., Lu., Su., Sn."
NXT-72240,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Drawer Updates - Revenue
NXT-72241,general-product,,PE Insights,Story,PO Review,PE-SC-Benchmark-Autofill-Enhancement
NXT-72249,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Drawer Updates - Waste
NXT-72250,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Drawer Updates - Eco Dis
NXT-72251,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Drawer Updates - Meals
NXT-72252,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Drawer Updates - Phys. Inv. Discr.
NXT-72253,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Drawer Updates - Summary Cards
NXT-72254,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Drawer Updates - Phys. Inv. Discr. - Net Impact
NXT-72255,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Drawer Updates - ItemCode in Item Description
NXT-72256,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Drawer Updates - Phys. Inv. Turn.
NXT-72257,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Drawer Updates - Inv. Value
NXT-72259,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Security - Resource Catalogue - SC
NXT-72260,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Security - Roles - PE
NXT-72261,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Security - Resources API - SC
