id,title,platform,module,content_type,source_url,local_pdf,status,drift_status,retrieved_at,extracted_at,sensitive_url,error,raw_markdown_path,curated_markdown_path,raw_text_sha256,software_version,source_updated,created_at,updated_at
GUIDE-001,System Onboarding Quick Guide,SC,System,Quick Guide,https://s3.us-east-1.amazonaws.com/docs.schoolcafe.com/System/Operation_Onboarding_Quick_Guide.pdf,raw/guides/pdf/SC/System/Quick-Guide/GUIDE-001-system-onboarding-quick-guide.pdf,draft_extracted,clean,2026-05-13T20:06:22+00:00,2026-05-18T20:39:35+00:00,false,,raw/guides/markdown/SC/System/Quick-Guide/GUIDE-001-system-onboarding-quick-guide.raw.md,raw/guides/markdown/SC/System/Quick-Guide/GUIDE-001-system-onboarding-quick-guide.md,98fec23e35e18bb2,,,2026-05-13T20:23:05+00:00,2026-05-18T20:51:52+00:00
GUIDE-002,System Maintenance Quick Guide,SC,System,Quick Guide,https://s3.us-east-1.amazonaws.com/docs.schoolcafe.com/System/System_Maintenance_Quick_Guide.pdf,raw/guides/pdf/SC/System/Quick-Guide/GUIDE-002-system-maintenance-quick-guide.pdf,draft_extracted,clean,2026-05-13T20:06:22+00:00,2026-05-18T20:39:36+00:00,false,,raw/guides/markdown/SC/System/Quick-Guide/GUIDE-002-system-maintenance-quick-guide.raw.md,raw/guides/markdown/SC/System/Quick-Guide/GUIDE-002-system-maintenance-quick-guide.md,b9119e4179ac6d67,,,2026-05-13T20:23:05+00:00,2026-05-18T20:51:53+00:00
GUIDE-003,Data Management Quick Guide,SC,System,Quick Guide,https://s3.us-east-1.amazonaws.com/docs.schoolcafe.com/System/Data_Management_Quick_Guide.pdf,raw/guides/pdf/SC/System/Quick-Guide/GUIDE-003-data-management-quick-guide.pdf,draft_extracted,clean,2026-05-13T20:06:23+00:00,2026-05-18T20:39:36+00:00,false,,raw/guides/markdown/SC/System/Quick-Guide/GUIDE-003-data-management-quick-guide.raw.md,raw/guides/markdown/SC/System/Quick-Guide/GUIDE-003-data-management-quick-guide.md,7d7c096bb72650c5,,,2026-05-13T20:23:05+00:00,2026-05-18T20:51:53+00:00
GUIDE-004,Year Begin Checklist,SC,System,Checklist,https://s3.us-east-1.amazonaws.com/docs.schoolcafe.com/System/Year_Begin_Checklist.pdf,raw/guides/pdf/SC/System/Checklist/GUIDE-004-year-begin-checklist.pdf,draft_extracted,clean,2026-05-13T20:06:23+00:00,2026-05-18T20:39:36+00:00,false,,raw/guides/markdown/SC/System/Checklist/GUIDE-004-year-begin-checklist.raw.md,raw/guides/markdown/SC/System/Checklist/GUIDE-004-year-begin-checklist.md,302781f385692fc4,,,2026-05-13T20:23:05+00:00,2026-05-18T20:51:53+00:00
GUIDE-005,Command Center - Front Office Quick Guide,SC,Insights,Quick Guide,https://s3.us-east-1.amazonaws.com/docs.schoolcafe.com/Insights/Insights_Command_Center_Front_Office_Quick_Guide.pdf,raw/guides/pdf/SC/Insights/Quick-Guide/GUIDE-005-command-center-front-office-quick-guide.pdf,draft_extracted,clean,2026-05-13T20:06:24+00:00,2026-05-18T20:39:37+00:00,false,,raw/guides/markdown/SC/Insights/Quick-Guide/GUIDE-005-command-center-front-office-quick-guide.raw.md,raw/guides/markdown/SC/Insights/Quick-Guide/GUIDE-005-command-center-front-office-quick-guide.md,c4645993671c13b9,,,2026-05-13T20:23:05+00:00,2026-05-18T20:51:53+00:00
GUIDE-006,Command Center - Back Office Quick Guide,SC,Insights,Quick Guide,https://s3.us-east-1.amazonaws.com/docs.schoolcafe.com/Insights/Insights_Command_Center_Back_Office_Quick_Guide.pdf,raw/guides/pdf/SC/Insights/Quick-Guide/GUIDE-006-command-center-back-office-quick-guide.pdf,draft_extracted,clean,2026-05-13T20:06:24+00:00,2026-05-18T20:39:37+00:00,false,,raw/guides/markdown/SC/Insights/Quick-Guide/GUIDE-006-command-center-back-office-quick-guide.raw.md,raw/guides/markdown/SC/Insights/Quick-Guide/GUIDE-006-command-center-back-office-quick-guide.md,e234510a68e54ccb,,,2026-05-13T20:23:05+00:00,2026-05-18T20:51:53+00:00
GUIDE-007,Custom Reports Quick Reference Guide,SC,Reports,Quick Guide,https://s3.us-east-1.amazonaws.com/docs.schoolcafe.com/Reports/Custom_Reports_Quick_Reference_Guide.pdf,raw/guides/pdf/SC/Reports/Quick-Guide/GUIDE-007-custom-reports-quick-reference-guide.pdf,draft_extracted,clean,2026-05-13T20:06:25+00:00,2026-05-18T20:39:37+00:00,false,,raw/guides/markdown/SC/Reports/Quick-Guide/GUIDE-007-custom-reports-quick-reference-guide.raw.md,raw/guides/markdown/SC/Reports/Quick-Guide/GUIDE-007-custom-reports-quick-reference-guide.md,55286307dbf0d87f,6.4.8,12/21/2023,2026-05-13T20:23:05+00:00,2026-05-18T20:51:54+00:00
GUIDE-008,Custom Reports Help Guide,SC,Reports,Help Guide,https://s3.us-east-1.amazonaws.com/docs.schoolcafe.com/Reports/Custom_Reports_Help_Guide.pdf,raw/guides/pdf/SC/Reports/Help-Guide/GUIDE-008-custom-reports-help-guide.pdf,draft_extracted,clean,2026-05-13T20:06:26+00:00,2026-05-18T20:39:38+00:00,false,,raw/guides/markdown/SC/Reports/Help-Guide/GUIDE-008-custom-reports-help-guide.raw.md,raw/guides/markdown/SC/Reports/Help-Guide/GUIDE-008-custom-reports-help-guide.md,1ee04ad602bda842,,,2026-05-13T20:23:05+00:00,2026-05-18T20:51:54+00:00
GUIDE-009,POS - Menu Service Quick Card,SC,Accountability,Quick Card,https://s3.us-east-1.amazonaws.com/docs.schoolcafe.com/Accountability/POS/POS_Quick_Card.pdf,raw/guides/pdf/SC/Accountability/Quick-Card/GUIDE-009-pos-menu-service-quick-card.pdf,needs_review,clean,2026-05-13T20:06:26+00:00,2026-05-18T20:39:38+00:00,false,possible_multi_column_layout,raw/guides/markdown/SC/Accountability/Quick-Card/GUIDE-009-pos-menu-service-quick-card.raw.md,raw/guides/markdown/SC/Accountability/Quick-Card/GUIDE-009-pos-menu-service-quick-card.md,555e72a3a39ae666,6.2,3/09/2023,2026-05-13T20:23:05+00:00,2026-05-18T20:51:54+00:00
GUIDE-010,POS - Summary Sale Quick Guide,SC,Accountability,Quick Guide,https://s3.us-east-1.amazonaws.com/docs.schoolcafe.com/Accountability/POS/Summary_Sale_Quick_Guide.pdf,raw/guides/pdf/SC/Accountability/Quick-Guide/GUIDE-010-pos-summary-sale-quick-guide.pdf,draft_extracted,clean,2026-05-13T20:06:27+00:00,2026-05-18T20:39:38+00:00,false,,raw/guides/markdown/SC/Accountability/Quick-Guide/GUIDE-010-pos-summary-sale-quick-guide.raw.md,raw/guides/markdown/SC/Accountability/Quick-Guide/GUIDE-010-pos-summary-sale-quick-guide.md,ee841e16646bd8ca,,,2026-05-13T20:23:05+00:00,2026-05-18T20:51:54+00:00
GUIDE-011,Edit and Add Transactions Quick Guide,SC,Accountability,Quick Guide,https://s3.us-east-1.amazonaws.com/docs.schoolcafe.com/Accountability/Sessions_Edit_Add_Transactions_Quick_Guide.pdf,raw/guides/pdf/SC/Accountability/Quick-Guide/GUIDE-011-edit-and-add-transactions-quick-guide.pdf,draft_extracted,clean,2026-05-13T20:06:27+00:00,2026-05-18T20:39:38+00:00,false,,raw/guides/markdown/SC/Accountability/Quick-Guide/GUIDE-011-edit-and-add-transactions-quick-guide.raw.md,raw/guides/markdown/SC/Accountability/Quick-Guide/GUIDE-011-edit-and-add-transactions-quick-guide.md,996dae3ae33744ee,,,2026-05-13T20:23:05+00:00,2026-05-18T20:51:54+00:00
GUIDE-012,Unbalanced Session Quick Guide,SC,Accountability,Quick Guide,https://s3.us-east-1.amazonaws.com/docs.schoolcafe.com/Accountability/Sessions_Unbalanced_Quick_Guide.pdf,raw/guides/pdf/SC/Accountability/Quick-Guide/GUIDE-012-unbalanced-session-quick-guide.pdf,draft_extracted,clean,2026-05-13T20:06:28+00:00,2026-05-18T20:39:38+00:00,false,,raw/guides/markdown/SC/Accountability/Quick-Guide/GUIDE-012-unbalanced-session-quick-guide.raw.md,raw/guides/markdown/SC/Accountability/Quick-Guide/GUIDE-012-unbalanced-session-quick-guide.md,5a9613d8b626a48b,,,2026-05-13T20:23:05+00:00,2026-05-18T20:51:55+00:00
GUIDE-013,Reconciliation Quick Guide,SC,Accountability,Quick Guide,https://s3.us-east-1.amazonaws.com/docs.schoolcafe.com/Accountability/Sessions_Reconciliation_Quick_Guide.pdf,raw/guides/pdf/SC/Accountability/Quick-Guide/GUIDE-013-reconciliation-quick-guide.pdf,draft_extracted,clean,2026-05-13T20:06:28+00:00,2026-05-18T20:39:39+00:00,false,,raw/guides/markdown/SC/Accountability/Quick-Guide/GUIDE-013-reconciliation-quick-guide.raw.md,raw/guides/markdown/SC/Accountability/Quick-Guide/GUIDE-013-reconciliation-quick-guide.md,cb11d69e3910d2b2,,,2026-05-13T20:23:05+00:00,2026-05-18T20:51:55+00:00
GUIDE-014,Deposits Quick Guide,SC,Accountability,Quick Guide,https://s3.us-east-1.amazonaws.com/docs.schoolcafe.com/Accountability/Deposits_Quick_Guide.pdf,raw/guides/pdf/SC/Accountability/Quick-Guide/GUIDE-014-deposits-quick-guide.pdf,draft_extracted,clean,2026-05-13T20:06:29+00:00,2026-05-18T20:39:39+00:00,false,,raw/guides/markdown/SC/Accountability/Quick-Guide/GUIDE-014-deposits-quick-guide.raw.md,raw/guides/markdown/SC/Accountability/Quick-Guide/GUIDE-014-deposits-quick-guide.md,5afcd4da67d46d2b,,,2026-05-13T20:23:05+00:00,2026-05-18T20:51:55+00:00
GUIDE-015,Transactions - Search Quick Guide,SC,Accountability,Quick Guide,https://s3.us-east-1.amazonaws.com/docs.schoolcafe.com/Accountability/Transactions_Search_Quick_Guide.pdf,raw/guides/pdf/SC/Accountability/Quick-Guide/GUIDE-015-transactions-search-quick-guide.pdf,draft_extracted,clean,2026-05-13T20:06:29+00:00,2026-05-18T20:39:39+00:00,false,,raw/guides/markdown/SC/Accountability/Quick-Guide/GUIDE-015-transactions-search-quick-guide.raw.md,raw/guides/markdown/SC/Accountability/Quick-Guide/GUIDE-015-transactions-search-quick-guide.md,f076d059eaff7e33,,,2026-05-13T20:23:05+00:00,2026-05-18T20:51:55+00:00
GUIDE-016,Transactions - Account History Quick Guide,SC,Accountability,Quick Guide,https://s3.us-east-1.amazonaws.com/docs.schoolcafe.com/Accountability/Transactions_Account_History_Quick_Guide.pdf,raw/guides/pdf/SC/Accountability/Quick-Guide/GUIDE-016-transactions-account-history-quick-guide.pdf,draft_extracted,clean,2026-05-13T20:06:30+00:00,2026-05-18T20:39:39+00:00,false,,raw/guides/markdown/SC/Accountability/Quick-Guide/GUIDE-016-transactions-account-history-quick-guide.raw.md,raw/guides/markdown/SC/Accountability/Quick-Guide/GUIDE-016-transactions-account-history-quick-guide.md,931cf6d2f575adff,,,2026-05-13T20:23:05+00:00,2026-05-18T20:51:55+00:00
GUIDE-017,Transactions - Suspicious Transactions Quick Guide,SC,Accountability,Quick Guide,https://s3.us-east-1.amazonaws.com/docs.schoolcafe.com/Accountability/Transactions_Suspicious_Transactions_Quick_Guide.pdf,raw/guides/pdf/SC/Accountability/Quick-Guide/GUIDE-017-transactions-suspicious-transactions-quick-guide.pdf,draft_extracted,clean,2026-05-13T20:06:30+00:00,2026-05-18T20:39:39+00:00,false,,raw/guides/markdown/SC/Accountability/Quick-Guide/GUIDE-017-transactions-suspicious-transactions-quick-guide.raw.md,raw/guides/markdown/SC/Accountability/Quick-Guide/GUIDE-017-transactions-suspicious-transactions-quick-guide.md,433bebe9db548ae8,,,2026-05-13T20:23:05+00:00,2026-05-18T20:51:55+00:00
GUIDE-018,Transactions - Transaction Adjustments Quick Guide,SC,Accountability,Quick Guide,https://s3.us-east-1.amazonaws.com/docs.schoolcafe.com/Accountability/Transactions_Transaction_Adjustments_Quick_Guide.pdf,raw/guides/pdf/SC/Accountability/Quick-Guide/GUIDE-018-transactions-transaction-adjustments-quick-guide.pdf,draft_extracted,clean,2026-05-13T20:06:30+00:00,2026-05-18T20:39:39+00:00,false,,raw/guides/markdown/SC/Accountability/Quick-Guide/GUIDE-018-transactions-transaction-adjustments-quick-guide.raw.md,raw/guides/markdown/SC/Accountability/Quick-Guide/GUIDE-018-transactions-transaction-adjustments-quick-guide.md,7a565c7325f6554b,,,2026-05-13T20:23:05+00:00,2026-05-18T20:51:55+00:00
GUIDE-019,Transactions - Exceptions - Duplicate Meals Quick Guide,SC,Accountability,Quick Guide,https://s3.us-east-1.amazonaws.com/docs.schoolcafe.com/Accountability/Transactions_Exceptions_Duplicate_Meals_Quick_Guide.pdf,raw/guides/pdf/SC/Accountability/Quick-Guide/GUIDE-019-transactions-exceptions-duplicate-meals-quick-guide.pdf,draft_extracted,clean,2026-05-13T20:06:31+00:00,2026-05-18T20:39:39+00:00,false,,raw/guides/markdown/SC/Accountability/Quick-Guide/GUIDE-019-transactions-exceptions-duplicate-meals-quick-guide.raw.md,raw/guides/markdown/SC/Accountability/Quick-Guide/GUIDE-019-transactions-exceptions-duplicate-meals-quick-guide.md,496f4a1d2defa3d4,,,2026-05-13T20:23:05+00:00,2026-05-18T20:51:55+00:00
GUIDE-020,Transactions - Exceptions - Eligibility Variance Quick Guide,SC,Accountability,Quick Guide,https://s3.us-east-1.amazonaws.com/docs.schoolcafe.com/Accountability/Transactions_Exceptions_Eligibility_Variance_Quick_Guide.pdf,raw/guides/pdf/SC/Accountability/Quick-Guide/GUIDE-020-transactions-exceptions-eligibility-variance-quick-guide.pdf,draft_extracted,clean,2026-05-13T20:06:31+00:00,2026-05-18T20:39:39+00:00,false,,raw/guides/markdown/SC/Accountability/Quick-Guide/GUIDE-020-transactions-exceptions-eligibility-variance-quick-guide.raw.md,raw/guides/markdown/SC/Accountability/Quick-Guide/GUIDE-020-transactions-exceptions-eligibility-variance-quick-guide.md,ec9b109ae8af1ae1,,,2026-05-13T20:23:05+00:00,2026-05-18T20:51:55+00:00
GUIDE-021,Edit Checks Quick Guide,SC,Accountability,Quick Guide,https://s3.us-east-1.amazonaws.com/docs.schoolcafe.com/Accountability/Edit_Checks_Quick_Guide.pdf,raw/guides/pdf/SC/Accountability/Quick-Guide/GUIDE-021-edit-checks-quick-guide.pdf,draft_extracted,clean,2026-05-13T20:06:32+00:00,2026-05-18T20:39:39+00:00,false,,raw/guides/markdown/SC/Accountability/Quick-Guide/GUIDE-021-edit-checks-quick-guide.raw.md,raw/guides/markdown/SC/Accountability/Quick-Guide/GUIDE-021-edit-checks-quick-guide.md,40615453ee27432b,,,2026-05-13T20:23:05+00:00,2026-05-18T20:51:55+00:00
GUIDE-022,End of Day Quick Guide,SC,Accountability,Quick Guide,https://s3.us-east-1.amazonaws.com/docs.schoolcafe.com/Accountability/End_of_Day_Quick_Guide.pdf,raw/guides/pdf/SC/Accountability/Quick-Guide/GUIDE-022-end-of-day-quick-guide.pdf,draft_extracted,clean,2026-05-13T20:06:37+00:00,2026-05-18T20:39:39+00:00,false,,raw/guides/markdown/SC/Accountability/Quick-Guide/GUIDE-022-end-of-day-quick-guide.raw.md,raw/guides/markdown/SC/Accountability/Quick-Guide/GUIDE-022-end-of-day-quick-guide.md,79a4592aa3030a77,,,2026-05-13T20:23:05+00:00,2026-05-18T20:51:55+00:00
GUIDE-023,Claims Quick Guide,SC,Accountability,Quick Guide,https://s3.us-east-1.amazonaws.com/docs.schoolcafe.com/Accountability/Claims_Quick_Guide.pdf,raw/guides/pdf/SC/Accountability/Quick-Guide/GUIDE-023-claims-quick-guide.pdf,draft_extracted,clean,2026-05-13T20:06:38+00:00,2026-05-18T20:39:40+00:00,false,,raw/guides/markdown/SC/Accountability/Quick-Guide/GUIDE-023-claims-quick-guide.raw.md,raw/guides/markdown/SC/Accountability/Quick-Guide/GUIDE-023-claims-quick-guide.md,e3cdc7a7f892effd,,,2026-05-13T20:23:05+00:00,2026-05-18T20:51:55+00:00
GUIDE-024,Claims - Reports Quick Guide,SC,Accountability,Quick Guide,https://s3.us-east-1.amazonaws.com/docs.schoolcafe.com/Accountability/Claims_Reports_Quick_Guide.pdf,raw/guides/pdf/SC/Accountability/Quick-Guide/GUIDE-024-claims-reports-quick-guide.pdf,draft_extracted,clean,2026-05-13T20:06:38+00:00,2026-05-18T20:39:40+00:00,false,,raw/guides/markdown/SC/Accountability/Quick-Guide/GUIDE-024-claims-reports-quick-guide.raw.md,raw/guides/markdown/SC/Accountability/Quick-Guide/GUIDE-024-claims-reports-quick-guide.md,67b09e35151ee557,,,2026-05-13T20:23:05+00:00,2026-05-18T20:51:55+00:00
GUIDE-025,Accountability Reports Quick Guide,SC,Accountability,Quick Guide,https://s3.us-east-1.amazonaws.com/docs.schoolcafe.com/Accountability/Reports_Quick_Guide.pdf,raw/guides/pdf/SC/Accountability/Quick-Guide/GUIDE-025-accountability-reports-quick-guide.pdf,draft_extracted,clean,2026-05-13T20:06:39+00:00,2026-05-18T20:39:40+00:00,false,,raw/guides/markdown/SC/Accountability/Quick-Guide/GUIDE-025-accountability-reports-quick-guide.raw.md,raw/guides/markdown/SC/Accountability/Quick-Guide/GUIDE-025-accountability-reports-quick-guide.md,d5dfd62df34d78e9,,,2026-05-13T20:23:05+00:00,2026-05-18T20:51:56+00:00
GUIDE-026,Charge Limits Quick Guide,SC,Accountability,Quick Guide,https://s3.us-east-1.amazonaws.com/docs.schoolcafe.com/Accountability/Charge_Limits_Quick_Guide.pdf,raw/guides/pdf/SC/Accountability/Quick-Guide/GUIDE-026-charge-limits-quick-guide.pdf,draft_extracted,clean,2026-05-13T20:06:39+00:00,2026-05-18T20:39:40+00:00,false,,raw/guides/markdown/SC/Accountability/Quick-Guide/GUIDE-026-charge-limits-quick-guide.raw.md,raw/guides/markdown/SC/Accountability/Quick-Guide/GUIDE-026-charge-limits-quick-guide.md,2fbd728e242d85ff,,,2026-05-13T20:23:05+00:00,2026-05-18T20:51:56+00:00
GUIDE-027,Default Restrictions Quick Guide,SC,Accountability,Quick Guide,https://s3.us-east-1.amazonaws.com/docs.schoolcafe.com/Accountability/Default_Restrictions_Quick_Guide.pdf,raw/guides/pdf/SC/Accountability/Quick-Guide/GUIDE-027-default-restrictions-quick-guide.pdf,draft_extracted,clean,2026-05-13T20:06:40+00:00,2026-05-18T20:39:40+00:00,false,,raw/guides/markdown/SC/Accountability/Quick-Guide/GUIDE-027-default-restrictions-quick-guide.raw.md,raw/guides/markdown/SC/Accountability/Quick-Guide/GUIDE-027-default-restrictions-quick-guide.md,86c2e553539c431a,,,2026-05-13T20:23:05+00:00,2026-05-18T20:51:56+00:00
GUIDE-028,Review Reasons Quick Guide,SC,Accountability,Quick Guide,https://s3.us-east-1.amazonaws.com/docs.schoolcafe.com/Accountability/Review_Reasons_Quick_Guide.pdf,raw/guides/pdf/SC/Accountability/Quick-Guide/GUIDE-028-review-reasons-quick-guide.pdf,draft_extracted,clean,2026-05-13T20:06:40+00:00,2026-05-18T20:39:40+00:00,false,,raw/guides/markdown/SC/Accountability/Quick-Guide/GUIDE-028-review-reasons-quick-guide.raw.md,raw/guides/markdown/SC/Accountability/Quick-Guide/GUIDE-028-review-reasons-quick-guide.md,5f14320d8f091602,,,2026-05-13T20:23:05+00:00,2026-05-18T20:51:56+00:00
GUIDE-029,Add Menu Grids Quick Guide,SC,Accountability,Quick Guide,https://s3.us-east-1.amazonaws.com/docs.schoolcafe.com/Accountability/Menu_Grids_Add_Quick_Guide.pdf,raw/guides/pdf/SC/Accountability/Quick-Guide/GUIDE-029-add-menu-grids-quick-guide.pdf,draft_extracted,clean,2026-05-13T20:06:41+00:00,2026-05-18T20:39:40+00:00,false,,raw/guides/markdown/SC/Accountability/Quick-Guide/GUIDE-029-add-menu-grids-quick-guide.raw.md,raw/guides/markdown/SC/Accountability/Quick-Guide/GUIDE-029-add-menu-grids-quick-guide.md,bbd6ac6a84c89203,,,2026-05-13T20:23:05+00:00,2026-05-18T20:51:56+00:00
GUIDE-030,View and Modify Menu Grids Quick Guide,SC,Accountability,Quick Guide,https://s3.us-east-1.amazonaws.com/docs.schoolcafe.com/Accountability/Menu_Grids_View_Modify_Quick_Guide.pdf,raw/guides/pdf/SC/Accountability/Quick-Guide/GUIDE-030-view-and-modify-menu-grids-quick-guide.pdf,draft_extracted,clean,2026-05-13T20:06:41+00:00,2026-05-18T20:39:40+00:00,false,,raw/guides/markdown/SC/Accountability/Quick-Guide/GUIDE-030-view-and-modify-menu-grids-quick-guide.raw.md,raw/guides/markdown/SC/Accountability/Quick-Guide/GUIDE-030-view-and-modify-menu-grids-quick-guide.md,8d09b6fde72d6b04,,,2026-05-13T20:23:05+00:00,2026-05-18T20:51:56+00:00
GUIDE-031,Add Default Menu Grids Quick Guide,SC,Accountability,Quick Guide,https://s3.us-east-1.amazonaws.com/docs.schoolcafe.com/Accountability/Default_Menu_Grids_Add_Quick_Guide.pdf,raw/guides/pdf/SC/Accountability/Quick-Guide/GUIDE-031-add-default-menu-grids-quick-guide.pdf,draft_extracted,clean,2026-05-13T20:06:42+00:00,2026-05-18T20:39:40+00:00,false,,raw/guides/markdown/SC/Accountability/Quick-Guide/GUIDE-031-add-default-menu-grids-quick-guide.raw.md,raw/guides/markdown/SC/Accountability/Quick-Guide/GUIDE-031-add-default-menu-grids-quick-guide.md,4b5c39af4603e8da,,,2026-05-13T20:23:05+00:00,2026-05-18T20:51:56+00:00
GUIDE-032,View and Modify Default Menu Grids Quick Guide,SC,Accountability,Quick Guide,https://s3.us-east-1.amazonaws.com/docs.schoolcafe.com/Accountability/Default_Menu_Grids_View_Modify_Quick_Guide.pdf,raw/guides/pdf/SC/Accountability/Quick-Guide/GUIDE-032-view-and-modify-default-menu-grids-quick-guide.pdf,draft_extracted,clean,2026-05-13T20:06:42+00:00,2026-05-18T20:39:40+00:00,false,,raw/guides/markdown/SC/Accountability/Quick-Guide/GUIDE-032-view-and-modify-default-menu-grids-quick-guide.raw.md,raw/guides/markdown/SC/Accountability/Quick-Guide/GUIDE-032-view-and-modify-default-menu-grids-quick-guide.md,9f8952685c488576,,,2026-05-13T20:23:05+00:00,2026-05-18T20:51:56+00:00
GUIDE-033,How to Create a Staff Account Quick Guide,FH,Family Hub,Quick Guide,https://s3.us-east-1.amazonaws.com/docs.schoolcafe.com/FamilyHub/Create_Staff_Account_Quick_Guide.pdf,raw/guides/pdf/FH/Family-Hub/Quick-Guide/GUIDE-033-how-to-create-a-staff-account-quick-guide.pdf,draft_extracted,clean,2026-05-13T20:06:43+00:00,2026-05-18T20:39:41+00:00,false,,raw/guides/markdown/FH/Family-Hub/Quick-Guide/GUIDE-033-how-to-create-a-staff-account-quick-guide.raw.md,raw/guides/markdown/FH/Family-Hub/Quick-Guide/GUIDE-033-how-to-create-a-staff-account-quick-guide.md,ae945deef198e09d,1.0.0,10/28/2024,2026-05-13T20:23:05+00:00,2026-05-18T20:51:56+00:00
GUIDE-034,Apply for Benefits Quick Guide,FH,Family Hub,Quick Guide,https://s3.us-east-1.amazonaws.com/docs.schoolcafe.com/FamilyHub/Apply_for_Benefits_Quick_Guide.pdf,raw/guides/pdf/FH/Family-Hub/Quick-Guide/GUIDE-034-apply-for-benefits-quick-guide.pdf,draft_extracted,clean,2026-05-13T20:06:43+00:00,2026-05-18T20:39:41+00:00,false,,raw/guides/markdown/FH/Family-Hub/Quick-Guide/GUIDE-034-apply-for-benefits-quick-guide.raw.md,raw/guides/markdown/FH/Family-Hub/Quick-Guide/GUIDE-034-apply-for-benefits-quick-guide.md,c601ffb2d147b081,1.0.0,10/31/2024,2026-05-13T20:23:05+00:00,2026-05-18T20:51:57+00:00
GUIDE-035,Campus Store Quick Guide,FH,Family Hub,Quick Guide,https://s3.us-east-1.amazonaws.com/docs.schoolcafe.com/FamilyHub/Campus_Store_Quick_Guide.pdf,raw/guides/pdf/FH/Family-Hub/Quick-Guide/GUIDE-035-campus-store-quick-guide.pdf,draft_extracted,clean,2026-05-13T20:06:44+00:00,2026-05-18T20:39:41+00:00,false,,raw/guides/markdown/FH/Family-Hub/Quick-Guide/GUIDE-035-campus-store-quick-guide.raw.md,raw/guides/markdown/FH/Family-Hub/Quick-Guide/GUIDE-035-campus-store-quick-guide.md,44229793a2ab7207,1.0.0,12/12/2024,2026-05-13T20:23:05+00:00,2026-05-18T20:51:57+00:00
